string,area-0x3222-0x95F6_1,,,"榊の事を聞く\n
『獣』の容態を聞く\n
立ち去る","Ask about Sakaki\n
Ask about Beast's condition\n
Leave",,,
string,area-0x3222-0x961A_1,May: {,},"あ、ごめんなさい。\n
すぐに出ますから‥。","Oh, I'm sorry. I'll be leaving soon...",DUPE: F4386,,
string,area-0x3222-0x963F_1,Beast: {,},"やはり榊も『本物の検案書』を
探している様だな。",Looks like Sakaki really is after the real autopsy report too.,,,
string,area-0x3222-0x963F_3,Beast: {,},"園木の命をだしに、検案書の隠
し場所を教えろと脅してきた。",He threatened to kill Sonoki if I didn't tell him where the report was hidden.,,,
string,area-0x3222-0x96A8_1,Beast: {,},"おれの事は構わなくていい。\n
直に警察の連中もやってくるだろう
早く逃げろ！","Don't you worry about me.\n
The cops'll probably be here any second. Get away, fast!",,,
string,area-0x3222-0x96E7_1,Beast: {,},"待て!!\n
立花の親父から、預かり物がある。","Wait!\n
Ol' man Tachibana gave me something for safekeeping.",,,
string,area-0x3222-0x96E7_3,Beast: {,},"榊が来る前に、立花の親父がこ
こに来た。",Ol' man Tachibana came here before Sakaki showed up.,,,
string,area-0x3222-0x96E7_5,Beast: {,},"その時に、この鍵を嬢ちゃんに
渡してくれと頼まれた。","He asked me to give this to you, little lady.",,,
string,area-0x3222-0x9772_1,Beast: {,},"なんでも『本物の検案書』の手
がかりになるそうだが‥。","Said it would be a clue to the real report, but...",,,
string,area-0x3222-0x9772_3,Beast: {,},"立花の親父自身は、園木の居場
所が分かったらしくてな。\n
奴を助けに行ったよ。",It sounds like ol' man Tachibana himself figured out where Sonoki is. He went to help him.,,,
string,area-0x3222-0x97EA_1,Owner: {,},"おい！\n
それ以上、中に入るんじゃない！","Hey!\n
You're not going any further than that.","NOTE: near-dupe of 4393, with exclamation mark instead of period",,
string,area-0x3222-0x9840_1,,,"\n
\c<$09>　『車のキー』をもらいました。\c<$0F>","[br3]
#SETPADANDCENTER(0, 224)
\c<$09>Received a car key.\c<$0F>
#DISABLEPADANDCENTER()",,,
string,area-0x3222-0x985E_1,Beast: {,},"早く行け!!\n
じきに警察の連中が来る。","Scram!\n
The cops'll be here any minute.",,,
string,area-0x3222-0x985E_3,Beast: {,},"いいか。\n
一度外に出たら、絶対に戻ってくる
んじゃないぞ!!","It'll be fine.\n
Once you get outside, whatever you do, _do NOT come back_!",,,
string,area-0x3222-0x98BC_1,Tomomi: {,},"え？た、達郎さんの‥園木さ
んの居場所が分かったんですか！",Huh? You found out where Tatsurou...Mr. Sonoki is!?,,,
string,area-0x3222-0x98BC_3,Tomomi: {,},"よかった‥‥無事だったんで
すね。",Thank goodness...So he's safe.,,,
string,area-0x3222-0x9918_1,May: {,},"葉。\n
もうすぐ、お父さんが帰ってくるか
らね。","Yoh.\n
Your father will be coming home very soon, okay?",,,
string,area-0x3222-0x9918_3,Yoh: {,},ほんと?!ほんとに！,Really!? You mean it?,,,
string,area-0x3222-0x9918_5,May: {,},"うん。だから、もう少しだけ
待ってるんだよ。","Yep. So, you'll only be waiting a little longer.",,,
string,area-0x3222-0x997F_1,May: {,},　[3x]\s<$01>見つけた！,[3x]\s<$01>FOUND IT![1x],,,
string,area-0x3222-0x999B_1,Navi: {,},"‥これが、もう一つの検案書
なんですね。\n
どんな事が書いてあります？",...This is another autopsy report. What's written in it?,,,
string,area-0x3222-0x99D3_1,,,"ドアを調べる\n
ドアを開ける\n
やめる","Check the door\n
Open the door\n
Quit",,,
string,area-0x3222-0x99EA_1,,,"車内をよく調べる\n
ボンネットを開ける\n
立ち去る","Check the car's interior closely\n
Open the hood\n
Leave",,,
string,area-0x3222-0x9A0B_1,,,"パソコンを起動する\n
動作原理を聞く\n
ナビをはずす","Boot the PC\n
Hear the operating principles\n
Disconnect Navi",DUPE: F4408,,
string,area-0x3222-0x9A2E_1,Navi: {,},"ナビのホログラム機能を利用
してるんです。",Navi is making use of her hologram feature.,DUPE: F4409,,
string,area-0x3222-0x9A2E_3,Navi: {,},"ホログラムのレーザー光で、
光ケーブルを通して信号をパソコン
に送って、操作してるんですよ。","Using the hologram's laser beam, I'm sending signals to and controlling the PC through the optical cable.",DUPE: F4410,,
string,area-0x3222-0x9A9F_1,,,"事件の事を聞く　立花の事を聞く\n
立ち去る","Ask about incident
[sp]<$70>
Ask about Tachibana
\n

Leave",DUPE: F4599,,
string,area-0x3222-0x9AC2_1,,,"事件の事を聞く　立花の事を聞く\n
偽名の事を話す　立ち去る","Ask about incident
[sp]<$70>
Ask about Tachibana
\n

Tell about alias
[sp]<$70>
Leave",DUPE: F4600,,
string,area-0x3222-0x9AF2_1,Officer: {,},"遺書等は見つかってませんけ
どね。",We haven't found any kind of suicide note.,DUPE: F4601,,
string,area-0x3222-0x9AF2_3,Officer: {,},"現場の状況から、木下氏は自
殺と判断されましたよ。","Based on the state of the crime scene, Mr. Kinoshita's death has been ruled a suicide.",DUPE: F4602,,
string,area-0x3222-0x9B4E_1,Officer: {,},"今日は、ずいぶんイライラし
てましたね。","He's been really on edge today, hasn't he?",DUPE: F4603,,
string,area-0x3222-0x9B4E_3,Officer: {,},"娘さんを亡くしたのが、さす
がにショックだったんでしょう‥。",I suppose losing his daughter must have been a shock...,DUPE: F4604,,
string,area-0x3222-0x9BA8_1,Officer: {,},『木下』が偽名？,`Kinoshita~ is an alias?,DUPE: F4605,,
string,area-0x3222-0x9BA8_3,Officer: {,},"そんなはずはありませんよ。
署の方から、身元が確認されたと連
絡がありましたから。",That can't be. We got word from the station that his identity had been confirmed.,DUPE: F4606,,
string,area-0x3222-0x9C0A_1,Navi: {,},洗いものが残ってますね。,The dirty dishes have been left out.,DUPE: F4607,,
string,area-0x3222-0x9C28_1,Navi: {,},"洗いものが残ってますね。\n
‥‥‥メイ、どうしたんです？","The dirty dishes have been left out. ...May, what's the matter?",DUPE: F4608,,
string,area-0x3222-0x9C28_3,May: {,},気にかかるんだよね。,There's something bothering me.,DUPE: F4609,,
string,area-0x3222-0x9C28_5,May: {,},"部屋を、あれほどきちんと整
頓しているきちょうめんな人がだよ\n
洗いものを残して自殺する？","This was a methodical man who kept his room neatly organized, as we saw...Would he have left the dishes out and killed himself?",DUPE: F4610,,
string,area-0x3222-0x9D31_1,May: {,},"このロープは？\n
何でベッドに縛りつけられてるの？","What's this rope?\n
Why's it tied to the bed?",DUPE: F4613,,
string,area-0x3222-0x9D5E_1,Officer: {,},"ああ、それで首を吊っていた
んですよ。","Oh, he hung himself with that.",DUPE: F4614,,
string,area-0x3222-0x9D86_1,Navi: {,},"高さがなくてもできるそうで
すからね。\n
メイ、マネしないでくださいよ。","It sounds like you can pull it off even without much height. May, don't imitate him.",DUPE: F4615,,
string,area-0x3222-0x9D86_5,May: {,},するわけないでしょ！,As if I'd do _THAT_!,DUPE: F4616,,
string,area-0x3222-0x9DD8_1,Navi: {,},"ベッドに縛りつけたロープで
首を吊ったんですね。",So he hanged himself with the rope tied to the bed.,DUPE: F4617,,
string,area-0x3222-0x9DD8_3,Navi: {,},"ある程度の高さで十分なんだ
そうです。",It sounds like that height was sufficient for it.,DUPE: F4618,,
string,area-0x3222-0x9E2C_1,Navi: {,},"医学、薬学、解剖学、医化学
‥難解な専門書ばかりです。","Medicine, pharmaceutics, anatomy, medical chemistry...It's full of esoteric, difficult-to-understand books.",DUPE: F4619,,
string,area-0x3222-0x9E2C_3,May: {,},"元医師だったんだもの。\n
当然だよ。","He _was_ a former doctor.\n
It's only natural.",DUPE: F4620,,
string,area-0x3222-0x9E8B_1,Navi: {,},雑誌と‥メモがあります。,"There's a magazine, and...a note.",DUPE: F4621,,
string,area-0x3222-0x9EA9_1,,,"雑誌を見る\n
メモを見る\n
立ち去る","Look at the magazine\n
Look at note\n
Leave",DUPE: F4622,,
string,area-0x3222-0x9EC3_1,Navi: {,},"車の雑誌ですね。\n
亡くなった窪田さんの趣味だったん
でしょうか？",It's a car magazine. Was that the deceased Kubota's hobby?,DUPE: F4623,,
string,area-0x3222-0x9EC3_3,Navi: {,},"机の本棚にも、同じ雑誌が、
ずいぶん並んでます。",There are many more of the same magazine on the desk's bookshelf.,DUPE: F4624,,
string,area-0x3222-0x9F2A_1,,,"五月星は、太陽の前に黙して座り\n
続ける。\n
欲しいものは『ケモノ』","The fifth month's star remains sitting silently before the sun.\n
What it seeks is the {beast.}",DUPE: F4625,,
string,area-0x3222-0x9F5D_1,Officer: {,},"ああ、それは立花刑事が残し
ていったものなんですけどね。","Ahh, that's something Detective Tachibana left.",DUPE: F4626,,
string,area-0x3222-0x9F5D_3,Officer: {,},"触るなとか言って出て行かれ
ましたけど‥。\n
あの人も何を考えているのかなぁ。",He kept saying not to touch it as he went out...Wonder what he's thinking.,DUPE: F4627,,
string,area-0x3222-0x9FCD_1,May: {,},"五月星だって、英訳すればメ
イ・スターだよ。\n
‥ふざけてるなぁ。","`The fifth month's star~...That would be a `May star.'\n
...Having a laugh, is he?",DUPE: F4628,,
string,area-0x3222-0x9FCD_3,Navi: {,},"つまり、これはメイへの伝言
だって事ですよね。","So, that means this is a message to you, May.",DUPE: F4629,,
string,area-0x3222-0xA02C_1,Navi: {,},"壁に写真が貼ってありますよ
全部で５枚ですけど、車の写真ばか
りですね。","There are pictures stuck on the wall. There are five in total, but they're all photos of cars.",DUPE: F4630,,
string,area-0x3222-0xA06B_1,,,"Ｎａｔｕｒｅ　　Ｔｒｕｔｈ\n
ＲＥＮｙ　　　　Ｓ’ｅｎｃｅ\n
ｓｏＬｖｅ　　　立ち去る","Nature
[sp]<$70>
Truth
\n

RENy
[sp]<$70>
S'ence
\n

soLve
[sp]<$70>
Leave",DUPE: F4631,,
string,area-0x3222-0xA0B1_1,Navi: {,},"『Ｎａｔｕｒｅ』ですね。\n
最近、発表されたばかりの車ですよ","That's `Nature.~\n
It's a car that was only just recently released.",DUPE: F4632,,
string,area-0x3222-0xA0B1_3,Navi: {,},"確か街頭ＴＶでも宣伝してま
した。","As I recall, they were advertising it on the street TV.",DUPE: F4633,,
string,area-0x3222-0xA114_1,Navi: {,},"『Ｔｒｕｔｈ』ですか。\n
６年ぐらい前の車だと思いましたけ
ど。","Is this `Truth~?\n
I think it's a car from around six years ago.",DUPE: F4634,,
string,area-0x3222-0xA14F_1,Navi: {,},"『ＲＥＮｙ』です。\n
２年前のモデルですね。","It's `RENy.~\n
That's a two-year-old model.",DUPE: F4635,,
string,area-0x3222-0xA17F_1,Navi: {,},"『Ｓ’ｅｎｃｅ』‥エッセン
スって読むんですよ。",`S'ence~...You say that as `essence.~,DUPE: F4636,,
string,area-0x3222-0xA17F_3,Navi: {,},"５年前に発表されて、ずいぶ
ん人気があったらしいですね。","It was released five years ago, and I've heard it was really popular.",DUPE: F4637,,
string,area-0x3222-0xA1E1_1,Navi: {,},『ｓｏＬｖｅ』？,`soLve~?,DUPE: F4638,,
string,area-0x3222-0xA1E1_3,Navi: {,},"かなり古いタイプなんでしょ
うか‥ナビのデータには記録されて
ませんねぇ。",Maybe it's an older type...It's not recorded in Navi's data.,DUPE: F4639,,
string,area-0x3222-0xA237_1,May: {,},"あれ‥、笹木さんの姿が見え
ないけど？",Huh...? I don't see Sasaki around...,,,
string,area-0x3222-0xA237_3,Sawada: {,},"ああ。あいつなら、自分の家
に行ってるぜ。","Yeah. You want him, he went to his house.",,,
string,area-0x3222-0xA286_1,Sawada: {,},"笹木なら、自分の家に戻って
るぜ。","If you want Sasaki, he's gone back to his house.",,,
string,area-0x3222-0xA2AF_1,,,"事件の事を話す\n
笹木の事を聞く\n
立ち去る","Talk about the case\n
Ask about Sasaki\n
Leave",,,
string,area-0x3222-0xA2D1_1,Sawada: {,},"‥そうか、\n
捜査は進んでいるようだな。\n
たいしたもんだよ。","...Well, sounds like you're making progress. Good to hear.",NOTE: near-dupe of 4644 with different formatting,,
string,area-0x3222-0xA2D1_3,Sawada: {,},"しかし、式典まであまり時間
がないんだぞ。\n
遅刻して困らせないでくれよ。",But there's not much time left till the parade. Don't screw things up by being late.,DUPE: F4645,,
string,area-0x3222-0xA343_1,Sawada: {,},"『本物の検案書』？\n
ふぅむ‥、どこかに隠してあると考
えるのが自然だろうがなぁ‥‥。",The real autopsy report? Hmm...I guess you'd figure it's got to be hidden somewhere...,DUPE: F4646,,
string,area-0x3222-0xA38B_1,Sawada: {,},"はは、笹木の事が気になるの
か？","Ha-ha, taken an interest in Sasaki, have you?",,,
string,area-0x3222-0xA3B2_1,Sawada: {,},"あいつの家は、３丁目のメゾ
ン・ド・フルールとかいうアパート
だぜ。",He lives in an apartment building in District 3 called Maison de Fleur.,,,
string,area-0x3222-0xA3ED_1,May: {,},"この車のドアは、上に開くタ
イプだったんだね。",This car has the kind of doors that open upward.,,,
string,area-0x3222-0xA3ED_3,Navi: {,},"珍しいという程のものでもな
いですよ。",It's not really all that uncommon.,CHECK,,
string,area-0x3222-0xA3ED_5,Navi: {,},"窓から車内を見る限り、何も
ありませんね。","As far as I can tell from looking through the window, there's nothing inside.",,,
string,area-0x3222-0xA464_1,May: {,},　[3x]\s<$01>開いた！,[3x]\s<$01>It opened![1x],,,
string,area-0x3222-0xA47F_1,Staff: {,},"式典が始まるまで、そん
なに時間はありませんよ。",There's not much time until the parade starts.,DUPE: F4656,,
string,area-0x3222-0xA47F_3,Staff: {,},"あまり遠くへ行かないよ
うにお願いします。",Please don't go too far off.,DUPE: F4657,,
